,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020618556701030927,0.3402061855670103,0.5154639175257731,0.5773195876288659,0.6185567010309279,0.6288659793814433,0.27835051546391754,0.17525773195876287,0.10309278350515463,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.041237113402061855,0.041237113402061855,0.041237113402061855,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.18556701030927836,0.27835051546391754,0.31958762886597936,0.3917525773195876,0.41237113402061853,0.32989690721649484,0.28865979381443296,0.21649484536082475,0.12371134020618557,0.08247422680412371,0.041237113402061855,0.010309278350515464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030927835051546393,0.041237113402061855,0.07216494845360824,0.09278350515463918,0.10309278350515463,0.10309278350515463,0.09278350515463918,0.09278350515463918,0.09278350515463918,0.09278350515463918,0.10309278350515463,0.10309278350515463,0.10309278350515463,0.10309278350515463,0.10309278350515463,0.29896907216494845,0.3711340206185567,0.4020618556701031,0.422680412371134,0.4639175257731959,0.27835051546391754,0.21649484536082475,0.16494845360824742,0.14432989690721648,0.1134020618556701,0.10309278350515463,0.10309278350515463,0.10309278350515463,0.10309278350515463,0.09278350515463918,0.09278350515463918,0.09278350515463918,0.10309278350515463,0.09278350515463918,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.05154639175257732,0.041237113402061855,0.020618556701030927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
