,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
0,0.0,0.0,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.06060606060606061,0.24242424242424243,0.5151515151515151,0.06060606060606061,0.06060606060606061,0.09090909090909091,0.0,0.0,0.18181818181818182,0.3333333333333333,0.18181818181818182,0.12121212121212122,0.12121212121212122,0.15151515151515152,0.18181818181818182,0.3333333333333333,0.2727272727272727,0.0,0.0,0.15151515151515152,0.21212121212121213,0.12121212121212122,0.0,0.0
